CRSI,EC,EVI,NDVI,SI1,SI2,SI3,SI4,continent,id,lat,lon,lower_depth,upper_depth,year
0.5933697364147442,2.8841063,0.06387600366615437,0.09311938204463568,0.16904180152188603,0.3251377510119184,0.24030669776023708,1.0700860875970342,Northern America,7698,39.967854,-114.12948,20,15.249525,1974
0.7401385449638034,2.7705879999999996,-0.010639738,-0.081352581,0.0296039376772753,0.04824270372100324,0.04375240750018792,0.42224900981573954,Oceania,10617,-35.897556,139.0097,21,17.565252,1993
0.855246910190008,1.7980389595031738,0.4516242938625473,0.6638439180600896,0.06485931963465234,0.3237918080836975,0.09182695180446751,0.6049396791411471,Northern America,10677,36.629196,-120.23789,23,16.666088,1961
0.7627720733602815,1.2333334684371948,0.327369476202161,0.41476085815180236,0.13328949101931295,0.3840671683880633,0.1887627833886357,0.7961172450288359,Northern America,17985,44.00348,1.6781492,24,21.093662,1978
0.6569411146227743,1.886490625,0.08271272709888386,0.13276722159693008,0.14565809849240655,0.2938026544222719,0.20760814362065097,1.269312211199955,Northern America,19232,41.29319,-115.65025,24,16.048573,1978
0.7016679084306973,2.17254900932312,0.1469423944362492,0.2427040936581953,0.12187013352950754,0.2745043500455766,0.17304440672627935,1.4343636908286166,Northern America,19402,45.694054,-105.89958,25,15.864038,1964
0.8952487187344101,1.9725489999999999,0.4617081498786953,0.7178321214280226,0.052514611538123375,0.31628308270637867,0.074381067819708,0.4693612003415607,Northern America,12713,40.14083,-121.46664,25,20.17399,1973
0.8578273533601276,1.3274509906768799,0.3443876151068477,0.6501939608543419,0.049779439363389105,0.2363965769354657,0.07051107929097226,0.7595350915745503,Northern America,18602,45.873566,-116.022156,25,18.1231,1979
0.7125236382101737,1.5499999999999998,0.11262798246042775,0.1831402373056304,0.1363639607968294,0.2936673432641169,0.19500667256061796,1.233811720971539,Northern America,19183,44.244495,-119.94014,25,15.209955,1984
0.693011306690836,2.0960785,0.1875395604191882,0.27015441482704505,0.13486315217631,0.31465028595830935,0.19145637828027925,1.2386946915945238,Northern America,13608,32.40428,-102.285416,25,16.656788,1992
0.7556189745489601,1.8450980000000001,0.21518880523665918,0.29889965521033085,0.14736906156087312,0.3635597644464041,0.20987049372648345,1.2137652414025415,Northern America,21232,45.362946,-103.40344,25,16.641464,2000
0.8492929785194157,2.0764705,0.07533861885130538,0.09451110399041039,0.4053723730619797,0.8698677426870027,0.6063553087574627,2.256458807010014,Northern America,14314,30.613297,1.5879323,26,19.166548,1984
0.6978870152463161,1.15559905,0.09026018721273564,0.164154632023712,0.12065322022225515,0.2524028321082194,0.17213375513318124,1.5710319609967494,Northern America,20562,52.094604,-109.34044,26,17.947565,1991
0.840056240231579,3.2754900455474854,0.2837341188687996,0.6438800741045088,0.03807871918135099,0.18135179029247314,0.053863460028757255,0.4575809635866878,Oceania,12231,-34.89479,138.78111,26,16.741749,2004
0.8223752582108429,1.6049020290374756,0.276782708321882,0.531552817569295,0.061757934163140245,0.22408480477596304,0.08738010162961855,0.8996615718466547,Northern America,10709,31.724928,-97.95236,26,16.181587,2010
0.7403619793020565,1.3666665,0.10472775458458568,0.18499013716225526,0.12236902283666401,0.2676401175041893,0.1757959290193195,1.661849827343254,Northern America,20503,41.22497,-97.81728,28,15.699392,1951
0.7414064096227854,2.569607973098755,0.15795997176736587,0.2436486957408651,0.14189715584346466,0.3239513697139912,0.20201918750457193,1.3369570747628279,Northern America,10235,45.360855,-100.14679,28,18.23914,1958
0.7101860167437969,1.5156865119934082,0.09600266849867575,0.15997939494689925,0.1374612994526904,0.28928555868907346,0.1967787448012502,1.4640948318775124,Northern America,15728,41.777435,-98.017944,28,18.473707,1981
0.7899357929118728,1.5313725471496582,0.14191176645068182,0.24701069415049356,0.11733794234398526,0.27970580021557423,0.16904413084483808,1.3754795289677963,Northern America,12522,39.852753,-121.89311,28,16.142214,1982
0.6583529164891618,1.7039215,0.08179532929302834,0.10686246310574256,0.21300378003039483,0.4212283070595216,0.30417090613799136,1.3170612544205988,Northern America,17141,28.875702,-110.77583,28,15.785741,2004
0.659945692167105,2.8049020000000002,0.07497878645418667,0.10099891188205183,0.2080285048977664,0.4086971973845674,0.2969733707338084,1.1248018946881064,Northern America,10457,35.034103,-116.91644,29,22.320848,1957
0.6479140529519651,2.532352924346924,0.07959155651981191,0.1023626219589213,0.22252239033859045,0.43526887179790635,0.31708658339552065,1.292793432294572,Northern America,18981,38.636726,-116.048744,29,17.26282,1973
0.706601690949821,1.3274509906768799,0.10062501074895135,0.1880201234444777,0.11093383122572062,0.23874010899086945,0.1583313242021651,1.4319283092607533,Northern America,8703,41.805923,-97.1874,29,21.249767,1978
0.7319789731701122,1.578431487083435,0.1615581529546096,0.26699109776049074,0.11956875402357424,0.2798491525120989,0.16999356917466027,1.1249827935996695,Northern America,16096,40.59439,-112.493355,29,15.477949,1986
0.8260914633393296,1.385293960571289,0.31063560653916705,0.48356907504713986,0.09090208640844448,0.3042207166589858,0.12892584936553145,0.8133856918783592,Northern America,20465,44.107666,-111.35552,29,22.20351,1988
0.7776679245156035,3.0843135,0.061944292799183266,0.10628755273362592,0.15256832580875984,0.31838285842932246,0.22308194237935772,1.1819827627714388,Oceania,19935,-30.796091,138.24657,29,24.719578,1993
0.6901162368337417,1.6549019999999999,0.10621184622999512,0.24652943992340848,0.07584058556439288,0.17146874084654615,0.10766286296815629,1.7838784609044245,Northern America,23224,48.945335,-101.43487,30,17.58077,1950
0.7163685003621092,2.2686275,0.15391081769555714,0.2536765352022107,0.11960070226548822,0.27536013032124984,0.17009069828622286,1.6134695627793447,Northern America,15727,46.243816,-100.85954,30,24.736364,1951
0.7884016147688443,1.3068624999999998,0.26525901492824877,0.4369277541255199,0.09198145961950466,0.2752453900418219,0.1302190770515733,1.0421489250563587,Northern America,22242,48.990322,-100.66154,30,22.889154,1951
0.7017947023203871,2.2323529720306396,0.13849236162082124,0.19303739912666035,0.17321537001328113,0.3718499691735435,0.2466524357025746,1.3138106513593686,Northern America,23328,47.459427,-105.8082,30,26.542751,1951
0.8271201161562787,2.5509804999999997,0.33841602184797454,0.5479966980158614,0.07614327526938935,0.2837603934990752,0.10768773078907365,0.8950320436517382,Northern America,25508,44.680412,-98.914665,30,25.070772,1951
0.7103597305890069,2.255882501602173,0.12692387420828102,0.24400539345565136,0.09847302183575096,0.22342938112807706,0.13998375336580152,1.6512071469003027,Northern America,27037,45.828903,-108.30576,30,27.425964,1951
0.7220593390896315,1.8872550000000001,0.1016996731934861,0.12047847919062221,0.29539984443229655,0.5987704613074822,0.423518021172432,1.3527436602415122,Northern America,28807,45.46194,-106.45598,30,20.396982,1951
0.6626858192859488,1.5607844591140747,0.10062096794865151,0.14537807676775635,0.1644147215123999,0.3372404486714767,0.23460433450694054,1.3252384048175143,Northern America,29372,40.890022,-98.387474,30,24.880241,1951
0.7371798144189085,3.1186275482177734,0.16191647845203622,0.2651474021464425,0.11969291628682777,0.28212030850600545,0.17054302848628455,1.4123182174074878,Northern America,19079,48.32497,-103.87737,30,16.163658,1952
0.6953134920420732,1.6205880000000001,0.10569243874497508,0.20398237564046795,0.10146701791715375,0.22150476475977832,0.14463300580033686,1.5964707927677326,Northern America,26463,40.48784,-98.56115,30,25.733412,1952
0.7960431051678166,1.4607845000000002,0.28410612389430423,0.44265855554011563,0.09689085462599786,0.29650728442121577,0.13732318495779627,1.1218603213109295,Northern America,27038,29.90521,-98.37977,30,22.334883,1952
0.6445940428690232,1.8196080000000001,0.07535482318980037,0.17431830829159717,0.08373667991089688,0.17366732639230098,0.1188653945908985,1.304170122023457,Northern America,9923,44.337124,-120.38208,30,20.86862,1953
0.71671496641593,2.3264705,0.138740279619961,0.23436149615917568,0.12354757501540652,0.2760329967180919,0.17551321674188833,1.3288504433181538,Northern America,14498,47.0219,-102.54228,30,21.479063,1953
0.7867170104036121,1.7176469564437866,0.2297754872783223,0.36704804363226906,0.10781138121203927,0.2942682854407028,0.15334086233843644,1.1040181359850494,Northern America,20381,40.179127,-97.368935,30,24.212364,1953
0.7599365941376384,2.569607973098755,0.1789895926256319,0.35989305004669503,0.07981249594875676,0.21064589941517897,0.1131197191295887,1.3585579248186415,Northern America,20924,48.244755,-98.40282,30,27.915764,1953
0.7290075189375017,2.987255096435547,0.1778389782937864,0.3122787925410987,0.09965926420416707,0.24638572683989143,0.14143202990334744,1.5466143296431794,Northern America,27490,48.126278,-100.59624,30,26.907835,1953
0.7483090122771844,2.2790769699999998,0.21122285577913413,0.3874878094984179,0.08476273222280531,0.23130584510637642,0.1199769313360385,1.1486266622336223,Northern America,28128,46.79163,-96.840256,30,29.883379,1953
0.8045812460925575,1.9186275005340576,0.20331029240510598,0.3987277283617438,0.07431858082774455,0.2180212379849725,0.10608694223371697,0.9991205964193836,Northern America,14312,43.80416,-98.900764,30,19.015837,1954
0.7853975406810365,2.7392155,0.23770010586545348,0.40945899284505244,0.09001150669883513,0.2593471997689483,0.12760982545615907,1.2722430091949675,Northern America,23518,46.174473,-98.386765,30,27.249899,1954
0.6415317608511769,1.7098040580749512,0.09226509998745559,0.1413547887604191,0.14999110767562257,0.3037992820829777,0.2134990091174492,1.5251758201082681,Northern America,26452,43.36148,-103.921715,30,26.45452,1954
0.661269007168439,1.5470590591430664,0.10948889125463394,0.18478836668261867,0.12587904089218943,0.26481308261106107,0.17878541363356518,1.5221085197905688,Northern America,26878,42.885345,-115.91913,30,19.482304,1954
0.8004741549552945,2.0450980000000003,0.234399471194172,0.34675409685458036,0.13018230426501906,0.34696262639658415,0.18554142365255158,1.0615076658082778,Northern America,29795,32.35999,-100.499756,30,28.047087,1954
0.6821098744537847,1.5235295295715332,0.09488269432945254,0.16372520654515055,0.12640752542295716,0.26417430352499593,0.1803145165125063,1.2237033839779006,Northern America,21639,43.88962,-120.75221,30,22.182951,1955
0.7575843146986407,2.726470470428467,0.18398230351739225,0.33594489387792054,0.09634901319551746,0.24457849974496937,0.1365435656210134,1.108894118226844,Northern America,22274,36.951267,-121.53799,30,16.071054,1955
0.7905907994579813,1.6970589999999999,0.21875652116413846,0.36774274266747903,0.10230540925909964,0.2779008730868134,0.14534799028162118,0.8614321022402437,Northern America,24393,38.365524,-121.739555,30,18.925722,1955
0.6555422021102099,1.9862744808197021,0.11333944779956652,0.1640916239947508,0.16525864589922198,0.33936503578828864,0.23464611725988327,1.1812597224409518,Northern America,25329,33.5272,-112.59292,30,29.933495,1955
0.7099436809799007,2.0019609928131104,0.12478480085740383,0.2180291366209849,0.11576292239629277,0.2569734937639972,0.16499486523578205,1.3421147117947705,Northern America,8479,41.885654,-119.68823,30,26.863008,1956
0.748757093971041,1.9392155408859253,0.11603962085749588,0.17728084875693056,0.16350855889451232,0.3527342625795129,0.23449477261379442,1.001274722742721,Northern America,13049,46.00453,-119.782875,30,25.879417,1956
0.6211833311645871,2.1382355,0.07977200040465475,0.13367076941261122,0.13679340014181743,0.2711975860217913,0.19407429500137635,1.400336933849182,Northern America,13377,46.872803,-107.741585,30,22.744139,1956
0.8490574442034454,1.7068625000000002,0.45969460661476497,0.6794740422600769,0.06280781154143966,0.3204910764925104,0.08922008396550914,0.6060444859547425,Northern America,14452,44.44032,-98.48524,30,18.715557,1956
0.7210221699849545,2.3186275,0.18713089416561363,0.27745389272543514,0.1364615291384363,0.3211728690963825,0.19368191705591065,1.3443710597643537,Northern America,19360,46.019005,-108.96734,30,23.722383,1956
0.6223443353444087,1.53520167,0.07714456154200794,0.1055166041243008,0.19376463698564955,0.3766660159189622,0.27538686369669374,1.4413697497385511,Northern America,21869,41.70984,-106.86127,30,15.312555,1956
0.6402961176113344,1.6960785388946533,0.09534233303637495,0.1412165536218759,0.16103084058839623,0.32433036491979716,0.22888605016547334,1.325057271490324,Northern America,23308,43.99099,-112.813866,30,20.500813,1956
0.7872367634699284,1.3460785150527954,0.268432461919274,0.4287936496636173,0.09596831596287392,0.28535399617870477,0.13598330714564058,0.9317897013136817,Northern America,25875,45.01674,-116.925896,30,27.573742,1956
0.8295480353202366,1.4186275005340576,0.3328367692238133,0.5754151101749306,0.0641226351263489,0.25593815914673973,0.0906862535622475,0.8017930029535191,Northern America,26129,43.032803,-92.40772,30,18.990904,1956
0.6580997927595547,2.0264705000000003,0.07298506495481664,0.14283310988834655,0.10869163339947521,0.2209881389544378,0.15481070672134153,1.492452911375778,Northern America,27638,41.971237,-117.87232,30,27.456121,1956
0.7074470946063346,2.2245099544525146,0.17701957440123883,0.3036741175621377,0.10380615859620276,0.25083820380376676,0.14709410654832505,1.2959039287340195,Northern America,29068,46.097565,-97.112564,30,20.90689,1956
0.8257504448284751,2.742156982421875,0.2569203451146822,0.4268958210712185,0.09382448292704722,0.28564331731293857,0.13349263253645252,1.0325724801481884,Northern America,29202,32.568073,-108.427864,30,18.57309,1956
0.7906214959726829,1.578431487083435,0.1827816924041073,0.29988482129174815,0.12000090745750633,0.30027711844969657,0.17144118640312922,1.3427817736075793,Northern America,10958,31.70796,-97.641396,30,16.955286,1957
0.5326976416878751,1.6049020290374756,0.1159789622829324,0.1335950734400224,0.1952166908107341,0.3841748150557823,0.2765870532958456,1.3371530439307737,Northern America,13566,43.39511,-103.43643,30,18.080462,1957
0.6535238567476742,2.7196080684661865,0.08585969117161701,0.11443069977086813,0.2057295619937647,0.406717015280919,0.2930701240222243,1.2770398025386798,Northern America,14549,33.92145,-115.924355,30,24.04638,1957
0.8046290470498499,1.3823529481887817,0.28879700823576415,0.3964234161988773,0.1309016643324293,0.3758481015857669,0.18616855055046894,0.8117752229126229,Northern America,22225,44.12972,-116.988235,30,26.265795,1957
0.7018272525356565,1.9578429460525513,0.10573425536823074,0.18935539799446693,0.11802658402214943,0.2532471498181483,0.16823618751926,1.4428670954619895,Northern America,24337,42.89602,-114.129875,30,18.89578,1957
0.8395787053943219,1.47015495,0.3487794299625529,0.5257700142750462,0.09174608316843831,0.3271863061118619,0.12978756137073574,0.816867034634539,Northern America,29034,37.459705,-120.97185,30,23.306358,1957
0.7733913981874456,1.6921570301055908,0.1447112442023369,0.3030272183038852,0.08176186033676806,0.20453632362224264,0.11665945163553092,1.5281043222919954,Northern America,29916,32.605114,-97.01268,30,22.952496,1957
0.7748906427839167,2.8362745,0.18866040461936862,0.31444511939796765,0.11054566417574033,0.28061828833257,0.15762993795739247,1.3986090920511853,Northern America,11663,48.276585,-105.950745,30,18.045458,1958
0.6852124548965197,1.5990195274353027,0.10638423088693409,0.18090938406965487,0.12710341492634059,0.2690850319115281,0.1809902820520086,1.2634732606389323,Northern America,12671,46.560265,-120.883835,30,28.810347,1958
0.6942911280871579,1.8970589637756348,0.1334968732143674,0.2169410708435956,0.12843832613468853,0.28204666576609344,0.18263255229952513,1.3392621246940475,Northern America,17952,46.138912,-120.68391,30,25.015425,1958
0.662094445839111,1.5990195274353027,-0.05997086,-0.269742041,0.06335443216539786,0.0970373052078426,0.09196719342243731,0.43411616487918336,Northern America,25079,39.493847,-98.39638,30,25.253033,1958
0.754531730107851,1.5205880403518677,0.1507127331547288,0.2568637276707191,0.11730850338850121,0.2755763596292323,0.167490701504591,1.4155486300243105,Northern America,25633,45.767216,-121.05068,30,24.939804,1958
0.6569771211237244,1.6911765336990356,0.14924627140849375,0.2112371868148343,0.14731802008875594,0.32026265101911744,0.20932998070154168,1.348965928034625,Northern America,25715,42.780956,-101.69596,30,28.031422,1958
0.6139610150909689,2.0176469999999997,0.1029077549562304,0.1490520892922568,0.15488566399660725,0.31358401875370595,0.22000080846159376,1.437585786635919,Northern America,26668,43.850483,-101.22755,30,22.638163,1958
0.6068260305220213,2.2088235,0.060821557921596194,0.10894470109272554,0.12346437873811013,0.2416436075170681,0.17563995986601713,1.2225543276998145,Northern America,17995,38.691444,-118.215996,30,27.234205,1959
0.8098493273077725,1.3745100000000001,0.2779459289379285,0.40882644671112617,0.11358005592605888,0.3348507126019515,0.16165585073140545,1.1143314667648023,Northern America,20366,41.567627,-97.31902,30,23.547915,1959
0.6636041244567575,3.212744951248169,0.08778848527508948,0.12525967405113334,0.18485966036766918,0.36851394256187925,0.2631615567716911,1.420169981005543,Northern America,22017,34.596813,-117.73338,30,23.524048,1959
0.8493955452776107,1.7509804964065552,0.3276233921686182,0.6320592597952318,0.049200181612960525,0.22581062772545535,0.06959689537842324,0.5137669232517025,Northern America,26705,39.21231,-121.08309,30,21.294226,1959
0.7316459649644861,1.9352940320968628,0.16815439630933848,0.2515433210828469,0.14486537194064011,0.33209172039701623,0.20595350332356577,1.2172427691303767,Northern America,28026,30.841341,-102.65682,30,20.03985,1959
0.6354336559793349,2.6794118881225586,0.08674191006669972,0.11515841129936613,0.19901932218604645,0.39249989646382977,0.2832539076569087,1.275245707533578,Northern America,29616,37.67234,-115.09808,30,20.717777,1959
0.5541491133101599,2.9078431129455566,-0.012772746,-0.072134092,0.041667678121056845,0.06777472463979473,0.060269505556292714,0.5095967741935483,Northern America,29657,36.41258,-114.37051,30,28.70774,1959
0.7285731218553474,2.0990195274353027,0.2002561011027309,0.30785726365635047,0.12002538398188944,0.2957162173118851,0.1704256454439883,1.226230254378433,Northern America,30022,42.537678,-100.42678,30,27.576206,1959
0.6549488181725804,3.3196079999999997,0.07436447110740818,0.10479700278735336,0.18893097827465424,0.37208143605586225,0.2696029549453605,1.0354455450624835,Northern America,19657,37.878574,-116.58343,30,22.730986,1960
0.662068981325691,2.16080875,0.09169382805116139,0.15410999350432059,0.13171779385773966,0.27089838852905507,0.18758682675926663,1.6055114719288448,Northern America,19925,42.31669,-105.10808,30,25.648066,1960
0.7255232593034242,3.1813725,0.14509302691360537,0.2129278661067113,0.15497005255883717,0.3439560998226583,0.22125274841680415,1.2238045651510348,Northern America,28229,32.579346,-107.5307,30,18.998623,1960
0.6556737378290108,3.3754899501800537,0.0664802763956489,0.11124757327947112,0.14104264515386827,0.28018631748646294,0.20142743677702526,1.5189720925396548,Northern America,30041,37.348705,-116.6809,30,20.784363,1960
0.7512342259251518,2.0833334922790527,0.13281677106592632,0.22420898281409615,0.12450052570170136,0.28337063310486144,0.1783560363605617,1.4462193460490462,Northern America,8248,31.799856,-102.08702,30,28.337109,1961
0.6489369965332908,2.9147060000000002,0.0915436521673156,0.1491982720749745,0.13874385443918896,0.28221729831842884,0.19728749190940378,1.2470024617421203,Northern America,20078,37.911762,-114.333755,30,20.85451,1961
0.7407784728583066,1.8372550010681152,0.1701212334117549,0.2871196308255876,0.11080698342952035,0.2677827930564714,0.1576737961633527,1.20520742974694,Northern America,20594,39.743366,-103.24927,30,24.998566,1961
0.8875990536565418,1.649019479751587,0.5313344837503595,0.8264208336750443,0.03489273688749566,0.31043165291453445,0.05096197338457373,0.39292012278753835,Northern America,23623,30.563702,-88.567894,30,24.182909,1961
0.8491232603164728,1.61242092,0.45887272213738933,0.615716457924143,0.08648610498156807,0.3761777089733553,0.12236900388982613,0.6476091288884241,Northern America,29751,45.966408,-118.42408,30,22.277975,1961
0.8465286830842523,1.107843041419983,0.3723843109943742,0.6546073966474447,0.0536902687634904,0.2555574285392566,0.07614190828689182,0.7080917944531173,Northern America,21719,31.183113,-90.94529,30,27.752886,1962
0.6754330969595105,1.9607845,0.10766289097255491,0.17123050024151462,0.13976350381984562,0.29317809950821705,0.199106589607175,1.7544232623520255,Northern America,29495,43.865353,-104.79882,30,25.742825,1962
0.8307022783428043,1.107843041419983,0.5364390935419483,0.7574247523733657,0.0503107079442753,0.3248751143158492,0.07255309091786587,0.4225350259470952,Europe,9470,57.64127,35.04099,30,23.009815,1964
0.7780826870910965,1.6049020290374756,0.2334248885662227,0.3578031870426299,0.12022290522956403,0.3180127971450065,0.17052568171844992,0.8225735634569636,Northern America,16208,46.270817,-118.80882,30,26.084957,1964
0.7713787406152289,1.4950979948043823,0.19189311971796227,0.3163002019295489,0.11169351592639566,0.28355370478976283,0.1591624786185488,1.1897558273319981,Northern America,16942,38.99217,-100.881065,30,20.35093,1964
0.8051252293357383,2.1539215,0.2307911197148642,0.35783523528577754,0.11774981158567772,0.32034795599125265,0.16791346661166398,0.9207757143849304,Northern America,23122,42.18075,-121.406456,30,28.766632,1964
0.8407936449790728,2.1926128300000003,0.4822150092874514,0.7248163259431961,0.05412224767828845,0.30953538636559796,0.07771750776047825,0.5934016420799679,Africa,29864,-17.457151,31.390684,30,18.233166,1964
0.7004880316102639,2.970587968826294,0.0980888092209568,0.13383238534664493,0.20478201246148983,0.4168960371778357,0.2926301530610876,1.1570101116689726,Asia,22388,34.85063,43.195976,30,28.18328,1965
0.6739703699675877,3.545098066329956,0.04789402504402645,0.0717123928775644,0.18981238011191476,0.36608427946895716,0.2718214391046896,1.0466901607087633,Africa,29444,16.053637,35.17835,30,25.46071,1965
0.6882754373041803,3.3068625000000003,0.11722032307709969,0.16257154200033783,0.17988010122534476,0.3753131395262384,0.25656303423073357,1.268666092707576,Northern America,10664,38.33463,-114.03498,30,25.25789,1966
0.6296224722755257,2.692157030105591,0.0734101931666639,0.1070239883153096,0.17234258510989417,0.33765861824616805,0.24537436178986738,1.2490953394149997,Northern America,14891,37.538372,-115.584076,30,15.028636,1966
0.8430296434913502,1.107843041419983,0.5729042130705893,0.691194141302437,0.08047670026277906,0.42075152422545087,0.11463188000307821,0.5502049531839446,Europe,25138,47.407566,13.727978,30,16.227169,1966
0.7874742780907797,1.8568625450134277,0.24674677489604988,0.4703521096033858,0.06826247795478697,0.21906002676048764,0.09666737721721612,0.8591734388048818,Northern America,27505,20.213308,-102.67057,30,21.173544,1966
0.6530769488255895,2.1078429222106934,0.12956140314401107,0.4862904889047441,0.03087698171777805,0.09417249091801239,0.04387822083975716,0.54686808529789,Northern America,29602,38.155846,-107.89019,30,26.664984,1966
0.6946337232944755,1.907842993736267,0.05438326014992093,0.06995349818973717,0.26767676140159136,0.5169752527402384,0.3837771291324418,1.16913305505768,Africa,29930,17.776817,35.26632,30,17.14208,1966
0.7224554476483507,2.5909440999999998,0.25224496346690256,0.4233843647074958,0.08930110813457189,0.2513457749770784,0.1263168707943069,1.1831867417553026,Europe,29945,51.687664,37.641384,30,17.730131,1966
0.835906551737162,1.6647059917449951,0.33087618371228966,0.6306254191874426,0.050030500141291366,0.22606269993488418,0.0708107220891511,0.4855840291854475,Northern America,14740,38.383976,-108.48279,30,26.690002,1967
0.6759090045837666,2.1823530197143555,-0.034891567,-0.277574278,0.04146500403061911,0.06491395468708776,0.06229777232866515,0.2060905976398933,Northern America,22519,40.94775,-111.9811,30,29.63758,1967
0.5728143819518294,1.1647059917449951,0.12130614522073958,0.15919545575936894,0.16832670086768767,0.33932393044156567,0.2384232483552097,1.1267117082136109,Africa,23036,10.69821,1.7364974,30,20.985994,1967
0.6942140957982247,2.792156934738159,0.13943383703069243,0.26024530866961115,0.09833670077496365,0.2258257180237272,0.13953901047049289,1.4143893961925333,Northern America,24711,47.809227,-114.63072,30,27.177208,1967
0.6314989561393893,2.9117645,0.084136697227261,0.1371535552234458,0.14009471048424368,0.28046185109011623,0.19903533829924405,1.3833883701510667,Northern America,25683,41.403,-110.387146,30,29.557428,1967
0.7697605711248321,1.4725489999999999,0.3789124796192502,0.4912690519693781,0.1096563989240938,0.35774960711238035,0.15507891310253144,0.8314037346071528,Europe,27323,49.091187,34.66759,30,26.881918,1967
0.6094725284764408,2.1931375,0.07940062814325517,0.139095329562063,0.12181050932426125,0.2440056047572057,0.17300321537976768,1.6297997381176796,Northern America,27998,41.474483,-117.99344,30,28.789228,1967
0.7605685187175596,0.9784315228462219,0.31857202561939474,0.45595313489550365,0.10922679667246551,0.3262754113201437,0.15451487163236555,0.8244937906435544,Europe,29499,51.30031,31.440197,30,22.792217,1967
0.7224256762059867,3.6049020290374756,0.16755659168697376,0.25798327425584505,0.13202461113746936,0.3059253100239501,0.18778888216358816,1.2749692555495287,Northern America,20473,39.363926,-114.268524,30,20.235596,1968
0.6882310928680304,2.9460785388946533,0.1412999496407782,0.24189153789805068,0.11371420028299016,0.25539949010765467,0.16140761046803215,1.0127822644817246,Northern America,25937,37.97324,-114.18914,30,25.75849,1968
0.8243325052514733,1.7931374999999998,0.2715487045418383,0.431562403278595,0.101423379593292,0.30752421198407065,0.14398343908736036,1.1202274274568973,Northern America,27368,31.090382,-97.44113,30,18.674969,1968
0.6578673482851801,2.1039214999999998,0.08179665099990051,0.10393647767667806,0.23533278646418992,0.4603945950991389,0.3352035220433252,1.3319457536894304,Northern America,29753,39.14715,-109.20945,30,25.574137,1968
0.8422646792247995,3.1343135,0.360015310578391,0.5308445292467671,0.0926718362101588,0.3364957304689439,0.1311365311317393,0.6071333491991142,Northern America,29796,32.657207,-114.561714,30,22.118217,1968
0.8503791247313928,1.8245099782943726,0.35949224863003626,0.5368118870903984,0.08655135180005373,0.3268391072032062,0.12275063490783977,0.814798104624215,Northern America,29928,39.038166,-111.64024,30,19.824995,1968
0.7546831348208618,2.0019609928131104,0.10153004178750841,0.1385227399322707,0.21436641908391196,0.4519350423344529,0.30989998767873683,1.5256536922544928,Africa,17991,13.590006,-3.9018283,30,20.132195,1969
0.8899222646363185,1.1833335161209106,0.675264994198752,0.8275846544219476,0.04730211771451441,0.42841259078492966,0.06882833491234228,0.32460875374691817,Europe,23823,51.254513,14.104949,30,23.799992,1969
0.7039898441826353,2.600980520248413,0.14698127146922232,0.2289890780959194,0.13513468741099255,0.3011984798107019,0.19215410725255855,1.182641052080676,Northern America,26219,32.02067,-110.11951,30,26.968958,1969
